Gender,AgeGroup,Education,Profession,Income,Switcher,LastPurchase,Annual_Spend,APhone
F,55-64,HighSchool,Secretary,21824,1,2,562.0,0.0
M,65+,Doctorate,Doctor,210212,1,1,1033.0,1.0
F,35-44,Associate,Clerk,16569,0,4,341.0,0.0
M,35-44,Masters,Lawyer,269247,1,2,647.0,0.0
M,25-34,Associate,Manager,49007,1,1,851.0,1.0
M,55-64,Bachelors,Programmer,92081,1,2,302.0,0.0
F,25-34,Associate,Secretary,14821,1,1,326.0,0.0
M,35-44,Bachelors,Nurse,80857,0,2,1077.0,1.0
F,65+,Masters,Performer,223252,0,3,1335.0,1.0
M,45-54,Associate,Teacher,15153,1,1,730.0,0.0
M,55-64,Masters,Doctor,116778,0,3,1236.0,0.0
M,65+,Associate,Programmer,82427,0,2,702.0,1.0
M,35-44,HighSchool,Janitor,28366,0,3,515.0,0.0
M,25-34,Bachelors,Technician,49015,1,1,328.0,0.0
M,45-54,HighSchool,Janitor,22724,0,2,265.0,0.0
M,55-64,Bachelors,Technician,67116,0,4,202.0,0.0
M,18-24,HighSchool,Student,22688,1,2,704.0,0.0
M,45-54,Masters,Lawyer,159298,0,3,1078.0,1.0
F,65+,Bachelors,Manager,64665,1,1,864.0,1.0
F,25-34,HighSchool,Secretary,30725,1,2,761.0,0.0
M,35-44,HighSchool,Janitor,25973,0,5,484.0,0.0
M,35-44,Masters,Lawyer,145131,0,3,1343.0,1.0
F,45-54,Bachelors,Lawyer,288306,0,5,501.0,0.0
F,35-44,Masters,Programmer,47142,0,2,325.0,0.0
F,18-24,HighSchool,Student,28034,1,1,603.0,0.0
M,65+,Doctorate,Entrepreneur,155314,0,4,891.0,1.0
M,25-34,HighSchool,Secretary,10153,1,1,185.0,0.0
M,25-34,Masters,Performer,149036,1,2,334.0,0.0
F,25-34,Bachelors,Manager,47510,0,2,465.0,0.0
F,35-44,Masters,Entrepreneur,232541,0,2,809.0,1.0
M,65+,Doctorate,Doctor,149876,0,3,726.0,0.0
F,35-44,HighSchool,Teacher,36484,1,1,547.0,0.0
M,35-44,Masters,Doctor,284789,0,4,745.0,0.0
F,35-44,HighSchool,Student,28247,0,3,640.0,0.0
M,45-54,Masters,Performer,110530,0,5,462.0,0.0
M,25-34,HighSchool,Student,10869,1,2,500.0,0.0
M,25-34,HighSchool,Secretary,16339,1,1,319.0,0.0
M,65+,Doctorate,Doctor,105641,0,2,419.0,0.0
F,45-54,Masters,Doctor,280095,0,2,1205.0,1.0
M,65+,Masters,Entrepreneur,128799,1,1,282.0,0.0
F,35-44,HighSchool,Clerk,21789,0,2,354.0,0.0
F,25-34,HighSchool,Teacher,12883,1,1,648.0,0.0
M,55-64,Associate,Technician,77152,0,4,905.0,0.0
F,55-64,HighSchool,Clerk,17868,1,2,457.0,0.0
M,25-34,HighSchool,Clerk,20777,1,1,532.0,0.0
M,65+,Associate,Architect,91536,1,1,637.0,0.0
M,25-34,HighSchool,Teacher,10940,0,3,375.0,0.0
M,35-44,Bachelors,Programmer,91132,1,1,290.0,0.0
M,45-54,Masters,Entrepreneur,217584,0,5,1307.0,1.0
M,55-64,HighSchool,Student,21139,0,2,309.0,0.0
M,55-64,Masters,Entrepreneur,240009,0,5,961.0,1.0
M,45-54,Associate,Manager,55754,1,2,595.0,0.0
M,55-64,Doctorate,Executive,290838,0,2,1131.0,1.0
F,65+,Associate,Secretary,15533,1,1,470.0,0.0
F,25-34,HighSchool,Secretary,10393,1,1,467.0,0.0
M,25-34,Masters,Executive,107400,1,1,760.0,0.0
M,25-34,HighSchool,Clerk,17545,1,1,1103.0,0.0
M,35-44,Associate,Architect,59896,1,2,1495.0,1.0
M,45-54,HighSchool,Clerk,37315,0,3,257.0,0.0
F,55-64,Doctorate,Lawyer,164409,1,1,519.0,0.0
M,25-34,Masters,Executive,164652,0,5,633.0,0.0
F,35-44,Masters,Doctor,233841,0,3,1363.0,1.0
M,25-34,HighSchool,Clerk,14374,1,2,773.0,1.0
M,18-24,Associate,Teacher,10633,1,2,660.0,0.0
F,18-24,HighSchool,Student,19199,1,2,321.0,0.0
F,25-34,HighSchool,Teacher,10019,1,1,471.0,0.0
M,25-34,Masters,Entrepreneur,113671,1,2,749.0,0.0
M,25-34,HighSchool,Teacher,22854,1,2,513.0,0.0
M,45-54,Bachelors,Executive,188451,1,2,1476.0,1.0
M,25-34,HighSchool,Clerk,10052,1,1,556.0,0.0
M,55-64,Doctorate,Lawyer,331016,0,2,703.0,0.0
M,35-44,Masters,Entrepreneur,185388,0,5,180.0,0.0
M,25-34,Bachelors,Nurse,43398,1,1,622.0,0.0
F,25-34,HighSchool,Secretary,10971,1,2,520.0,0.0
M,35-44,HighSchool,Student,37997,1,1,222.0,0.0
M,35-44,HighSchool,Clerk,19285,0,2,750.0,0.0
F,65+,Doctorate,Doctor,140059,0,4,768.0,0.0
F,55-64,Masters,Entrepreneur,349174,0,2,1181.0,1.0
M,55-64,Bachelors,Nurse,65951,0,2,724.0,0.0
M,25-34,HighSchool,Teacher,10039,1,2,605.0,0.0
F,65+,HighSchool,Teacher,33294,0,4,1396.0,1.0
F,35-44,HighSchool,Teacher,38707,1,2,721.0,0.0
F,18-24,Masters,Architect,54492,1,1,690.0,0.0
M,55-64,Masters,Technician,89552,1,2,1207.0,1.0
M,65+,Doctorate,Performer,246980,0,4,561.0,0.0
F,25-34,Associate,Teacher,25124,1,1,348.0,0.0
M,65+,Masters,Performer,389088,0,5,352.0,0.0
M,18-24,HighSchool,Secretary,12683,0,2,515.0,0.0
M,65+,Masters,Doctor,209827,0,4,332.0,0.0
F,35-44,Masters,Performer,187258,0,5,407.0,0.0
M,45-54,Masters,Lawyer,220904,0,4,655.0,0.0
M,35-44,Masters,Entrepreneur,199495,0,2,1417.0,1.0
F,25-34,HighSchool,Teacher,13170,1,1,192.0,0.0
M,45-54,Masters,Entrepreneur,103958,0,4,380.0,0.0
M,35-44,Bachelors,Technician,84454,1,1,1002.0,1.0
M,35-44,Masters,Entrepreneur,107575,1,1,190.0,0.0
M,45-54,Doctorate,Entrepreneur,269776,0,3,999.0,1.0
M,65+,Bachelors,Performer,332033,1,1,444.0,0.0
M,35-44,Doctorate,Doctor,181712,0,2,395.0,0.0
F,35-44,Masters,Executive,126999,0,5,200.0,0.0
M,55-64,HighSchool,Janitor,18436,1,1,1227.0,1.0
M,35-44,Doctorate,Doctor,119750,0,2,822.0,1.0
F,65+,Masters,Executive,154006,0,5,1294.0,1.0
M,18-24,Associate,Janitor,8011,1,2,386.0,0.0
M,18-24,Associate,Teacher,9634,1,1,1139.0,1.0
M,25-34,Bachelors,Manager,44597,1,2,480.0,0.0
M,25-34,HighSchool,Janitor,15242,1,1,925.0,1.0
F,45-54,Doctorate,Lawyer,191573,0,3,1101.0,1.0
M,35-44,Masters,Executive,230445,0,5,1114.0,1.0
F,55-64,Masters,Architect,88190,1,1,1222.0,1.0
M,25-34,Bachelors,Architect,62011,1,1,664.0,0.0
F,35-44,Associate,Student,26515,1,1,447.0,0.0
M,18-24,HighSchool,Student,14272,0,4,302.0,0.0
M,65+,HighSchool,Clerk,20329,0,5,608.0,0.0
F,35-44,Masters,Executive,134700,1,2,313.0,0.0
F,18-24,Masters,Technician,43621,1,2,760.0,0.0
M,25-34,Associate,Secretary,10013,1,2,900.0,1.0
M,25-34,HighSchool,Teacher,33778,1,1,327.0,0.0
F,45-54,Doctorate,Lawyer,112124,0,2,992.0,1.0
M,35-44,Masters,Entrepreneur,270024,0,2,379.0,0.0
F,65+,Masters,Doctor,177663,0,5,742.0,0.0
F,18-24,Associate,Clerk,27792,1,1,1061.0,1.0
M,35-44,HighSchool,Clerk,35936,0,5,230.0,0.0
F,55-64,Doctorate,Lawyer,208796,0,3,796.0,1.0
M,35-44,HighSchool,Teacher,20290,0,5,616.0,0.0
M,25-34,Bachelors,Technician,72977,1,1,442.0,0.0
M,18-24,HighSchool,Student,15382,1,2,422.0,0.0
F,35-44,Bachelors,Executive,156065,0,2,556.0,0.0
F,55-64,Associate,Student,17690,0,5,811.0,1.0
M,25-34,Masters,Entrepreneur,163245,1,2,1118.0,1.0
M,45-54,Doctorate,Doctor,110521,0,4,899.0,1.0
M,45-54,Bachelors,Technician,66773,0,2,746.0,0.0
M,65+,Doctorate,Performer,343197,0,2,712.0,0.0
M,25-34,HighSchool,Teacher,20171,1,1,413.0,0.0
M,65+,Masters,Performer,169244,1,2,374.0,0.0
M,45-54,Masters,Executive,258104,0,4,679.0,0.0
M,35-44,Bachelors,Lawyer,161988,1,1,1322.0,1.0
M,45-54,HighSchool,Janitor,15472,0,4,496.0,0.0
M,35-44,Associate,Secretary,26577,1,2,452.0,0.0
M,55-64,Associate,Student,17291,0,5,460.0,0.0
F,55-64,Bachelors,Performer,214699,0,3,1225.0,1.0
F,65+,Masters,Performer,281440,1,1,680.0,0.0
M,35-44,Bachelors,Performer,249883,0,5,478.0,0.0
F,65+,Associate,Student,21154,1,1,275.0,0.0
M,55-64,HighSchool,Clerk,25143,0,5,959.0,1.0
M,55-64,HighSchool,Secretary,19278,0,4,531.0,0.0
M,35-44,Bachelors,Programmer,63326,0,3,856.0,1.0
F,25-34,Bachelors,Nurse,57016,1,2,586.0,0.0
F,25-34,Masters,Executive,118626,1,1,541.0,0.0
F,55-64,Masters,Executive,269816,1,2,315.0,0.0
M,55-64,Masters,Doctor,245721,1,2,891.0,1.0
F,65+,Associate,Nurse,62399,0,2,742.0,0.0
M,35-44,Masters,Lawyer,270603,0,4,1123.0,1.0
F,55-64,Masters,Lawyer,137553,0,4,693.0,0.0
F,55-64,Doctorate,Doctor,176946,0,4,240.0,0.0
F,25-34,Associate,Student,17794,1,1,448.0,0.0
F,65+,Doctorate,Executive,282680,1,1,641.0,0.0
M,25-34,HighSchool,Secretary,10325,1,2,464.0,0.0
M,25-34,HighSchool,Student,27235,1,1,1196.0,1.0
M,25-34,Bachelors,Manager,40198,1,1,639.0,0.0
F,65+,HighSchool,Student,15567,1,1,246.0,0.0
M,45-54,Doctorate,Doctor,227059,0,4,846.0,1.0
M,45-54,Masters,Entrepreneur,188546,1,1,969.0,1.0
F,18-24,Associate,Teacher,27660,1,2,1430.0,1.0
M,45-54,Doctorate,Performer,107131,0,5,311.0,0.0
M,65+,Doctorate,Doctor,116190,0,4,617.0,0.0
F,45-54,HighSchool,Janitor,26594,0,2,171.0,0.0
M,65+,Doctorate,Lawyer,293798,0,3,1195.0,1.0
M,45-54,Associate,Janitor,15308,0,5,341.0,0.0
F,65+,Associate,Architect,92336,0,2,1233.0,1.0
F,45-54,Masters,Lawyer,225566,0,3,570.0,0.0
F,55-64,Masters,Architect,80036,0,4,798.0,1.0
F,18-24,Bachelors,Technician,42312,1,2,465.0,0.0
M,35-44,Associate,Teacher,26624,1,2,553.0,0.0
M,55-64,Masters,Executive,152897,1,1,626.0,0.0
M,35-44,HighSchool,Teacher,19627,1,1,186.0,0.0
M,35-44,Masters,Lawyer,260985,1,1,1189.0,1.0
M,35-44,Masters,Manager,74209,1,1,260.0,0.0
M,18-24,Masters,Nurse,47256,1,1,546.0,0.0
M,55-64,HighSchool,Teacher,20177,1,2,693.0,0.0
M,55-64,Masters,Lawyer,152269,0,2,1344.0,1.0
F,18-24,Associate,Clerk,38945,1,2,655.0,0.0
M,45-54,HighSchool,Clerk,23619,0,5,461.0,0.0
M,55-64,Bachelors,Nurse,70237,0,5,1289.0,1.0
M,35-44,Bachelors,Performer,214935,1,2,501.0,0.0
M,35-44,Masters,Performer,125260,0,5,495.0,0.0
M,18-24,HighSchool,Student,28717,1,1,474.0,0.0
M,55-64,Masters,Entrepreneur,231016,0,3,1330.0,1.0
M,25-34,Doctorate,Lawyer,116589,1,2,1012.0,1.0
F,35-44,Associate,Technician,41535,0,5,1462.0,0.0
M,25-34,Masters,Doctor,175835,1,2,889.0,1.0
M,45-54,Masters,Entrepreneur,180574,0,3,695.0,0.0
F,25-34,Masters,Architect,66250,1,2,994.0,1.0
M,55-64,Associate,Manager,45115,0,3,1282.0,1.0
M,35-44,Masters,Architect,60415,0,2,663.0,0.0
M,25-34,Bachelors,Doctor,142594,0,4,387.0,0.0
F,25-34,Bachelors,Nurse,51310,1,1,1035.0,1.0
M,45-54,Associate,Teacher,30720,1,2,1015.0,1.0
M,35-44,HighSchool,Clerk,15090,0,3,701.0,0.0
M,25-34,Bachelors,Technician,42925,1,1,363.0,0.0
F,45-54,Bachelors,Lawyer,250612,0,5,609.0,0.0
F,35-44,Doctorate,Performer,190071,0,4,734.0,0.0
F,45-54,Bachelors,Technician,71347,0,3,1298.0,1.0
M,35-44,Masters,Lawyer,131947,1,2,717.0,1.0
M,45-54,Masters,Performer,153173,1,1,559.0,0.0
F,45-54,Masters,Doctor,121773,0,4,1073.0,1.0
M,55-64,Bachelors,Technician,69458,0,2,460.0,0.0
F,25-34,Associate,Secretary,22852,1,1,544.0,0.0
F,25-34,HighSchool,Janitor,20807,1,1,636.0,0.0
M,35-44,Doctorate,Lawyer,199034,1,2,316.0,0.0
F,45-54,Bachelors,Lawyer,122134,0,3,983.0,1.0
M,45-54,Doctorate,Lawyer,273853,1,2,288.0,0.0
M,25-34,Bachelors,Manager,59857,1,2,1383.0,1.0
M,45-54,HighSchool,Clerk,39323,0,2,703.0,0.0
F,45-54,Masters,Lawyer,301936,1,2,279.0,0.0
M,45-54,Masters,Architect,99350,1,2,1095.0,1.0
M,25-34,Associate,Student,30542,0,4,361.0,0.0
F,35-44,Bachelors,Nurse,45307,0,2,959.0,1.0
M,25-34,HighSchool,Student,32244,1,2,385.0,0.0
F,35-44,HighSchool,Secretary,13433,0,3,1425.0,1.0
F,65+,HighSchool,Secretary,22347,1,1,548.0,0.0
M,55-64,Doctorate,Doctor,128687,0,5,825.0,1.0
F,55-64,Associate,Secretary,19901,1,1,573.0,0.0
F,45-54,HighSchool,Teacher,35729,0,2,597.0,0.0
F,35-44,Associate,Secretary,32752,0,4,467.0,0.0
M,35-44,HighSchool,Teacher,13026,1,1,639.0,0.0
M,18-24,HighSchool,Secretary,15123,1,2,578.0,0.0
M,35-44,Masters,Lawyer,151046,0,3,733.0,0.0
M,25-34,Bachelors,Manager,73486,1,2,632.0,0.0
F,25-34,Associate,Janitor,11607,1,1,352.0,0.0
M,55-64,Masters,Performer,347566,0,2,345.0,0.0
M,45-54,Masters,Doctor,296197,1,2,898.0,1.0
F,25-34,Masters,Doctor,155105,1,1,221.0,0.0
F,55-64,HighSchool,Teacher,18010,1,1,296.0,0.0
M,35-44,Associate,Teacher,21744,0,5,897.0,1.0
M,35-44,Doctorate,Performer,150459,1,1,333.0,0.0
M,45-54,Masters,Entrepreneur,170575,0,5,1309.0,1.0
F,45-54,Doctorate,Lawyer,184724,0,3,914.0,1.0
F,45-54,HighSchool,Student,16438,0,4,769.0,0.0
M,55-64,HighSchool,Student,15156,0,4,500.0,0.0
M,25-34,HighSchool,Clerk,20597,1,2,556.0,0.0
M,35-44,HighSchool,Student,24820,0,2,320.0,0.0
M,65+,Masters,Technician,73479,0,2,1391.0,1.0
M,25-34,HighSchool,Clerk,10379,1,1,1399.0,1.0
F,65+,Bachelors,Performer,272792,0,4,486.0,0.0
F,55-64,Associate,Janitor,19350,0,4,441.0,0.0
F,25-34,Bachelors,Lawyer,180321,1,2,548.0,0.0
M,25-34,Doctorate,Entrepreneur,143943,1,2,697.0,0.0
F,25-34,Bachelors,Technician,90808,1,1,966.0,1.0
F,35-44,Masters,Performer,256470,1,1,260.0,0.0
M,18-24,Associate,Clerk,11826,1,1,631.0,0.0
F,25-34,HighSchool,Student,13180,1,2,237.0,0.0
M,35-44,Associate,Technician,83095,0,4,189.0,0.0
F,45-54,Bachelors,Nurse,61715,1,1,646.0,0.0
M,45-54,HighSchool,Student,31103,1,2,633.0,0.0
F,35-44,HighSchool,Clerk,24883,0,5,275.0,0.0
M,35-44,Associate,Teacher,13035,0,4,258.0,0.0
M,35-44,Masters,Programmer,61401,0,2,1014.0,1.0
M,45-54,Masters,Entrepreneur,198464,0,2,1264.0,1.0
F,45-54,Bachelors,Technician,45699,0,4,807.0,1.0
M,45-54,Masters,Technician,85159,0,5,191.0,0.0
M,35-44,Associate,Clerk,16925,0,5,532.0,0.0
M,45-54,Bachelors,Entrepreneur,240538,0,2,528.0,0.0
F,25-34,Bachelors,Entrepreneur,129612,1,1,234.0,0.0
F,45-54,Doctorate,Executive,238556,1,1,1443.0,1.0
M,35-44,Masters,Performer,184340,0,5,274.0,0.0
F,25-34,HighSchool,Clerk,20131,1,1,287.0,0.0
M,25-34,Masters,Performer,167439,1,2,677.0,0.0
M,55-64,Masters,Performer,215839,0,2,176.0,0.0
M,35-44,Doctorate,Doctor,182636,0,3,768.0,0.0
M,45-54,Masters,Entrepreneur,146755,0,5,460.0,0.0
M,35-44,Masters,Architect,71557,0,4,205.0,0.0
M,18-24,HighSchool,Secretary,16676,1,1,216.0,0.0
F,45-54,Bachelors,Entrepreneur,178893,0,5,396.0,0.0
M,55-64,Bachelors,Nurse,88320,0,3,700.0,0.0
M,55-64,HighSchool,Student,24985,0,2,203.0,0.0
M,25-34,Associate,Janitor,20977,1,1,411.0,0.0
M,45-54,Masters,Entrepreneur,110141,1,1,845.0,0.0
M,35-44,Masters,Doctor,108059,0,3,429.0,0.0
M,25-34,HighSchool,Student,38421,1,2,543.0,0.0
M,35-44,Masters,Doctor,179787,0,4,726.0,1.0
M,18-24,HighSchool,Teacher,19197,0,2,558.0,0.0
F,55-64,Masters,Lawyer,194760,0,3,1152.0,1.0
M,45-54,Associate,Secretary,31084,1,1,578.0,0.0
M,45-54,Masters,Performer,107444,0,5,717.0,0.0
F,65+,HighSchool,Clerk,15796,1,2,551.0,0.0
F,45-54,Doctorate,Doctor,153556,1,2,1068.0,1.0
M,55-64,Associate,Secretary,15005,0,4,614.0,0.0
M,18-24,Bachelors,Nurse,70571,1,1,741.0,0.0
F,35-44,HighSchool,Teacher,14230,0,4,379.0,0.0
F,25-34,Masters,Programmer,83891,0,3,702.0,0.0
M,35-44,Masters,Entrepreneur,132588,0,3,747.0,0.0
F,55-64,HighSchool,Clerk,20605,0,4,543.0,0.0
M,25-34,HighSchool,Janitor,35601,1,2,623.0,0.0
M,45-54,Masters,Entrepreneur,147197,0,3,802.0,1.0
M,55-64,HighSchool,Secretary,31159,0,5,475.0,0.0
F,18-24,Associate,Clerk,14219,1,1,516.0,0.0
M,25-34,HighSchool,Janitor,23843,0,3,351.0,0.0
F,35-44,Doctorate,Doctor,184442,1,2,441.0,0.0
M,18-24,HighSchool,Secretary,13072,1,1,340.0,0.0
F,55-64,Masters,Lawyer,236621,1,2,444.0,0.0
F,65+,Bachelors,Performer,340737,0,4,458.0,0.0
F,55-64,Bachelors,Manager,82294,0,2,646.0,0.0
M,25-34,Associate,Manager,91041,1,1,674.0,0.0
M,25-34,HighSchool,Clerk,17085,1,2,320.0,0.0
M,65+,Masters,Doctor,241032,0,4,1334.0,1.0
M,55-64,Doctorate,Entrepreneur,334734,0,4,1498.0,1.0
M,25-34,Associate,Nurse,97312,0,2,359.0,0.0
M,18-24,HighSchool,Clerk,8678,1,2,756.0,0.0
M,35-44,Associate,Secretary,13028,0,4,182.0,0.0
M,45-54,Masters,Executive,160815,0,4,647.0,0.0
M,45-54,Doctorate,Entrepreneur,273884,0,5,199.0,0.0
M,55-64,Doctorate,Doctor,261064,1,2,636.0,0.0
M,55-64,Bachelors,Lawyer,342532,0,5,670.0,0.0
M,25-34,Masters,Executive,136546,0,4,1291.0,1.0
M,65+,Bachelors,Executive,170652,1,1,931.0,1.0
M,55-64,Doctorate,Executive,248905,0,5,1076.0,1.0
M,55-64,Masters,Performer,249008,1,1,356.0,0.0
M,35-44,HighSchool,Janitor,13175,1,1,606.0,0.0
M,18-24,HighSchool,Janitor,24195,1,2,745.0,0.0
M,65+,Masters,Entrepreneur,311984,0,5,705.0,0.0
M,65+,Masters,Lawyer,118914,1,2,705.0,0.0
F,25-34,Masters,Nurse,73765,1,1,827.0,0.0
F,18-24,HighSchool,Teacher,13900,1,2,273.0,0.0
M,45-54,HighSchool,Janitor,17092,1,2,566.0,0.0
M,25-34,Bachelors,Architect,74956,0,3,683.0,0.0
M,45-54,Bachelors,Manager,48626,0,4,399.0,0.0
M,45-54,HighSchool,Clerk,37048,0,5,1183.0,1.0
M,65+,Associate,Teacher,19343,0,2,655.0,0.0
F,45-54,Masters,Architect,98213,0,4,1385.0,1.0
M,45-54,Associate,Manager,53447,1,1,1382.0,1.0
M,18-24,Bachelors,Technician,44228,1,2,531.0,0.0
M,55-64,Bachelors,Performer,143153,0,4,613.0,0.0
M,45-54,Associate,Teacher,17459,1,2,1392.0,1.0
F,55-64,Masters,Manager,45241,0,4,728.0,1.0
M,45-54,Masters,Architect,61408,0,5,788.0,0.0
F,25-34,HighSchool,Janitor,10419,1,2,510.0,0.0
F,25-34,Masters,Manager,75068,0,2,306.0,0.0
M,55-64,Masters,Performer,278407,1,1,600.0,0.0
M,45-54,Masters,Entrepreneur,121624,0,5,646.0,0.0
F,45-54,Bachelors,Executive,262805,1,2,1100.0,1.0
F,65+,Masters,Doctor,297800,0,4,1299.0,1.0
F,25-34,HighSchool,Janitor,27634,1,2,613.0,0.0
M,45-54,HighSchool,Janitor,15056,1,1,248.0,0.0
M,65+,Bachelors,Nurse,66568,0,3,1286.0,0.0
M,25-34,Bachelors,Manager,80667,1,2,196.0,0.0
M,25-34,HighSchool,Student,10284,1,2,569.0,0.0
M,25-34,Masters,Nurse,74022,1,2,1295.0,0.0
M,55-64,Doctorate,Doctor,137692,0,3,748.0,0.0
M,45-54,Masters,Technician,41327,0,2,516.0,0.0
F,25-34,HighSchool,Janitor,16074,0,2,377.0,0.0
F,35-44,HighSchool,Student,39271,0,5,1377.0,1.0
M,35-44,Masters,Entrepreneur,258312,0,3,505.0,0.0
M,35-44,Doctorate,Performer,149879,0,3,644.0,0.0
F,18-24,Associate,Secretary,13619,1,1,476.0,0.0
F,55-64,Doctorate,Executive,223999,0,5,746.0,0.0
F,18-24,HighSchool,Secretary,14561,0,5,462.0,0.0
F,65+,Doctorate,Lawyer,238126,0,2,1376.0,1.0
F,35-44,HighSchool,Teacher,29143,0,3,529.0,0.0
F,25-34,HighSchool,Secretary,32159,1,1,282.0,0.0
M,25-34,HighSchool,Janitor,11218,1,1,379.0,0.0
M,25-34,HighSchool,Student,10752,1,2,265.0,0.0
M,55-64,Bachelors,Architect,98444,0,2,1272.0,1.0
M,18-24,HighSchool,Teacher,28036,0,5,741.0,0.0
M,35-44,Bachelors,Manager,55272,0,3,869.0,1.0
M,35-44,Masters,Executive,150494,1,1,1489.0,1.0
M,35-44,Masters,Performer,236246,0,4,385.0,0.0
F,35-44,Masters,Performer,276558,1,2,334.0,0.0
M,45-54,Masters,Manager,93254,0,3,377.0,0.0
F,45-54,Masters,Executive,308903,1,2,939.0,1.0
M,25-34,HighSchool,Teacher,11374,1,1,715.0,0.0
F,55-64,Associate,Janitor,16657,0,5,830.0,1.0
M,35-44,Masters,Entrepreneur,295443,0,2,235.0,0.0
M,25-34,Bachelors,Manager,51508,1,2,295.0,0.0
M,55-64,Associate,Nurse,74862,1,2,504.0,0.0
F,25-34,Masters,Nurse,63584,0,5,247.0,0.0
M,65+,Masters,Performer,330799,1,1,614.0,0.0
F,45-54,Bachelors,Manager,59858,0,5,220.0,0.0
M,55-64,HighSchool,Student,21456,0,4,716.0,1.0
F,25-34,Masters,Doctor,157528,0,5,817.0,1.0
M,25-34,Masters,Technician,80559,1,1,1058.0,0.0
M,45-54,Masters,Lawyer,245639,0,5,1083.0,1.0
F,35-44,HighSchool,Clerk,14951,1,1,713.0,0.0
M,35-44,HighSchool,Teacher,13357,0,3,197.0,0.0
F,25-34,Masters,Programmer,57663,0,2,761.0,0.0
F,55-64,Masters,Lawyer,115626,0,2,788.0,1.0
M,55-64,Bachelors,Lawyer,206352,0,4,1460.0,1.0
M,25-34,Associate,Secretary,10681,1,1,526.0,0.0
M,35-44,Masters,Doctor,105633,0,3,970.0,1.0
M,45-54,HighSchool,Secretary,34495,1,1,1499.0,1.0
M,25-34,Masters,Entrepreneur,187143,0,3,1206.0,1.0
M,65+,Bachelors,Architect,48835,0,2,463.0,0.0
F,65+,Masters,Nurse,93520,0,2,222.0,0.0
F,65+,Doctorate,Doctor,266395,1,2,377.0,0.0
M,65+,HighSchool,Student,28164,1,1,789.0,1.0
F,18-24,HighSchool,Clerk,8394,1,2,708.0,0.0
F,55-64,HighSchool,Teacher,23574,0,3,752.0,0.0
M,55-64,Masters,Performer,221395,0,2,765.0,0.0
M,65+,Associate,Janitor,19578,0,2,959.0,1.0
M,25-34,HighSchool,Teacher,11534,1,2,634.0,0.0
M,55-64,HighSchool,Clerk,17801,1,2,556.0,0.0
F,45-54,Associate,Nurse,70507,0,5,1034.0,1.0
M,25-34,Masters,Entrepreneur,180802,1,2,562.0,0.0
F,25-34,Bachelors,Architect,51384,1,1,254.0,0.0
F,65+,Masters,Lawyer,184251,1,2,613.0,0.0
M,35-44,Bachelors,Performer,236872,0,5,569.0,0.0
M,45-54,Doctorate,Lawyer,271654,0,5,1327.0,1.0
M,25-34,Bachelors,Architect,67518,1,2,1125.0,0.0
M,25-34,HighSchool,Janitor,11794,1,2,346.0,0.0
M,25-34,Associate,Janitor,20926,1,1,634.0,0.0
M,35-44,Masters,Executive,171336,1,1,324.0,0.0
F,25-34,Masters,Nurse,77354,1,1,1217.0,1.0
M,55-64,Associate,Student,24717,1,1,588.0,0.0
M,35-44,Bachelors,Manager,65472,1,1,967.0,1.0
F,65+,Doctorate,Entrepreneur,205528,0,2,621.0,0.0
M,55-64,Associate,Technician,59967,0,5,252.0,0.0
F,45-54,Doctorate,Lawyer,285697,0,3,608.0,0.0
M,35-44,Doctorate,Doctor,200993,0,4,1479.0,1.0
F,25-34,Doctorate,Entrepreneur,124837,1,1,1467.0,1.0
M,55-64,Bachelors,Lawyer,160535,0,5,371.0,0.0
M,55-64,Masters,Programmer,74731,0,2,507.0,0.0
F,45-54,Associate,Student,16549,0,5,734.0,0.0
F,18-24,HighSchool,Clerk,38233,1,2,171.0,0.0
M,25-34,Associate,Programmer,46358,1,2,607.0,0.0
F,25-34,Doctorate,Performer,115470,0,2,523.0,0.0
M,45-54,HighSchool,Janitor,15754,0,4,342.0,0.0
M,35-44,Masters,Performer,292547,0,3,450.0,0.0
M,18-24,HighSchool,Teacher,32968,1,1,185.0,0.0
F,35-44,Doctorate,Doctor,158297,0,3,948.0,1.0
F,35-44,Bachelors,Manager,59691,0,2,380.0,0.0
M,55-64,HighSchool,Janitor,16920,0,5,171.0,0.0
M,35-44,Bachelors,Manager,55353,0,5,661.0,0.0
F,25-34,Bachelors,Performer,187190,1,1,687.0,0.0
M,65+,Doctorate,Executive,218645,0,2,1286.0,1.0
M,45-54,Associate,Clerk,25262,1,1,626.0,0.0
M,25-34,Doctorate,Executive,159718,1,1,359.0,0.0
F,25-34,Associate,Manager,67609,1,1,857.0,1.0
F,35-44,Masters,Performer,296128,0,2,475.0,0.0
M,25-34,Associate,Clerk,13273,1,2,223.0,0.0
M,25-34,Bachelors,Performer,124808,1,1,416.0,0.0
M,55-64,Masters,Lawyer,111537,1,2,608.0,0.0
F,25-34,Bachelors,Architect,94066,1,2,658.0,0.0
M,65+,Doctorate,Entrepreneur,381939,1,2,1213.0,0.0
M,35-44,Bachelors,Technician,70623,0,2,1305.0,1.0
F,25-34,Masters,Executive,150911,0,5,1301.0,1.0
M,65+,Doctorate,Lawyer,108743,0,5,1094.0,0.0
M,45-54,Doctorate,Doctor,135395,0,5,985.0,1.0
M,45-54,Bachelors,Executive,255081,0,3,440.0,0.0
